,text,retweet_count,favorite_count,retweeted,hour,minute,day,month,year,clean_text,length_text,positivity,negativity,neutral,compound,sentiment
317,https://t.co/kdZHN88Pup,0,0,False,17,56,1,8,2022, ,1,0.0,0.0,0.0,0.0,neutral
318,@Apple on iPhone let me organize my photos and videos by file size so I can delete large files and clear up space that way. @tim_cook,0,0,False,17,55,1,8,2022, on iPhone let me organize my photos and videos by file size so I can delete large files and clear up space that way. _cook,123,0.098,0.0,0.902,0.3818,positive
319,@tim_cook Why tell us?,0,0,False,17,44,1,8,2022,_cook Why tell us?,18,0.0,0.0,1.0,0.0,neutral
320,@techbharatco @Apple @nothing @tim_cook @getpeid Are Waah Sir 😍,0,0,False,17,43,1,8,2022,   _cook  Are Waah Sir ,23,0.0,0.0,1.0,0.0,neutral
321,"RT @JuddLegum: 9. In 2009, when Steve Jobs was CEO, Apple quit the @USChamber because the group was opposing climate action.

Now @tim_cook…",100,0,False,17,43,1,8,2022,"9. In 2009, when Steve Jobs was CEO, Apple quit the  because the group was opposing climate action.Now _cook…",109,0.0,0.0,1.0,0.0,neutral
322,"RT @AndrewMarchand: Newsletter+ Items
1. Champions League Final: CBS vs. Amazon?
2. More on Brendan Burke-John Sterling and Yanks booth
3.…",1,0,False,17,38,1,8,2022,Newsletter+ Items1. Champions League Final: CBS vs. Amazon?2. More on Brendan Burke-John Sterling and Yanks booth3.…,116,0.185,0.0,0.815,0.5267,positive
323,This is very frustrating as I keep reiterating the same but no one responding @Apple @AppleSupport @airpod_project… https://t.co/t8e1PhNIT6,0,1,False,17,37,1,8,2022,This is very frustrating as I keep reiterating the same but no one responding   _project…  ,91,0.0,0.274,0.726,-0.5989,negative
324,"RT @mysmartprice: Apple CEO Tim Cook, during the June earnings call has said that #Android users are switching to iPhones on a record numbe…",14,0,False,17,29,1,8,2022,"Apple CEO Tim Cook, during the June earnings call has said that Android users are switching to iPhones on a record numbe…",121,0.0,0.0,1.0,0.0,neutral
325,"RT @StevenJosephR: Inspirational Quotes About The Journey Of Life
https://t.co/HLuq07OcKi

#InspirationalQuotes #inspiration @Oprah @TonyRo…",9,0,False,17,27,1,8,2022,Inspirational Quotes About The Journey Of Life  inspiration  …,62,0.489,0.0,0.511,0.7717,positive
326,@tim_cook 🙏,0,0,False,17,26,1,8,2022,_cook ,6,0.0,0.0,1.0,0.0,neutral
327,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,17,22,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
328,"@unusual_whales In 40 years time: Tim Cook, now a cyborg, announces this sweet new iPhone design and the Apple frea… https://t.co/nPJF2jtLhI",1,5,False,17,22,1,8,2022,"_whales In 40 years time: Tim Cook, now a cyborg, announces this sweet new iPhone design and the Apple frea…  ",110,0.156,0.0,0.844,0.5423,positive
329,@Apple can’t you make a lost mode on the #iphone so if someone finds it they click on lost mode on the lock screen… https://t.co/BUeyXxjdeU,0,0,False,17,20,1,8,2022, can’t you make a lost mode on the iphone so if someone finds it they click on lost mode on the lock screen…  ,110,0.0,0.18,0.82,-0.5574,negative
330,#mysuru in all it’s glory #apple @tim_cook #iphone13 https://t.co/sftzCjUSKS,0,2,False,17,19,1,8,2022,mysuru in all it’s glory apple _cook iphone13  ,47,0.333,0.0,0.667,0.5423,positive
331,@glegivenchy Fairs but we need someone to cook ngl,0,4,False,17,17,1,8,2022, Fairs but we need someone to cook ngl,38,0.0,0.0,1.0,0.0,neutral
332,"SUMMER
.
.
.
#shotoniphone #britishcolumbiaday #vancouver  #destinationvancouver #tourism #view #nature #landscape… https://t.co/YSsFC1wnct",0,2,False,17,15,1,8,2022,SUMMER...shotoniphone britishcolumbiaday vancouver  destinationvancouver tourism view nature landscape…  ,105,0.0,0.0,1.0,0.0,neutral
333,"And this: @Tim_Cook needs to sit Jamie Dimon down and say ""BRO!!!"" How can @Apple meet net-zero targets if asset ma… https://t.co/su2loePXvN",1,2,False,17,15,1,8,2022,"And this: _Cook needs to sit Jamie Dimon down and say ""BRO!!!"" How can  meet net-zero targets if asset ma…  ",108,0.151,0.0,0.849,0.5229,positive
334,"RT @SpaceGeniusGame: If we could rewind time like Dr. Strange, would @tim_cook have played our iOS exclusive game #OctronsChallenge 😀

♥️ @…",4,0,False,17,15,1,8,2022,"If we could rewind time like Dr. Strange, would _cook have played our iOS exclusive game OctronsChallenge  @…",109,0.288,0.081,0.631,0.5574,positive
335,"RT @SpaceGeniusGame: If we could rewind time like Dr. Strange, would @tim_cook have played our iOS exclusive game #OctronsChallenge 😀

♥️ @…",4,0,False,17,14,1,8,2022,"If we could rewind time like Dr. Strange, would _cook have played our iOS exclusive game OctronsChallenge  @…",109,0.288,0.081,0.631,0.5574,positive
336,"RT @SpaceGeniusGame: If we could rewind time like Dr. Strange, would @tim_cook have played our iOS exclusive game #OctronsChallenge as a ki…",3,0,False,17,14,1,8,2022,"If we could rewind time like Dr. Strange, would _cook have played our iOS exclusive game OctronsChallenge as a ki…",114,0.264,0.074,0.661,0.5574,positive
337,"RT @SpaceGeniusGame: If we could rewind time like Dr. Strange, would @tim_cook have played our iOS exclusive game #OctronsChallenge 😀

♥️ @…",3,0,False,17,14,1,8,2022,"If we could rewind time like Dr. Strange, would _cook have played our iOS exclusive game OctronsChallenge  @…",109,0.288,0.081,0.631,0.5574,positive
338,"RT @AlienShooterFun: If we could rewind time like Dr. Strange, would @tim_cook have played our iOS exclusive game #OctronsChallenge 😀

♥️ @…",3,0,False,17,14,1,8,2022,"If we could rewind time like Dr. Strange, would _cook have played our iOS exclusive game OctronsChallenge  @…",109,0.288,0.081,0.631,0.5574,positive
339,"RT @AlienShooterFun: If we could rewind time like Dr. Strange, would @tim_cook have played our iOS exclusive game #OctronsChallenge 😀

♥️ @…",3,0,False,17,14,1,8,2022,"If we could rewind time like Dr. Strange, would _cook have played our iOS exclusive game OctronsChallenge  @…",109,0.288,0.081,0.631,0.5574,positive
340,@techbharatco @Apple @nothing @tim_cook @getpeid Now it's perfect. 😁,0,0,False,17,12,1,8,2022,   _cook  Now it's perfect. ,28,0.552,0.0,0.448,0.5719,positive
341,@tim_cook @AppleSupport Worse service support I ever had In India.   Service providers doesn’t care about customer… https://t.co/fkTQ59Uunt,0,0,False,17,10,1,8,2022,_cook  Worse service support I ever had In India.   Service providers doesn’t care about customer…  ,100,0.281,0.148,0.571,0.4215,positive
342,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,17,6,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
343,@techbharatco @Apple @nothing @tim_cook @getpeid Wow!!,0,0,False,17,6,1,8,2022,   _cook  Wow!!,15,0.814,0.0,0.186,0.658,positive
344,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,17,6,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
345,"RT @JuddLegum: 9. In 2009, when Steve Jobs was CEO, Apple quit the @USChamber because the group was opposing climate action.

Now @tim_cook…",100,0,False,17,4,1,8,2022,"9. In 2009, when Steve Jobs was CEO, Apple quit the  because the group was opposing climate action.Now _cook…",109,0.0,0.0,1.0,0.0,neutral
346,"RT @JuddLegum: @SenatorSinema @BizRoundtable 8. Another member of the @BizRoundtable  is @Apple CEO @tim_cook.

Last year, Apple called on…",41,0,False,17,4,1,8,2022,"8. Another member of the   is  CEO _cook.Last year, Apple called on…",68,0.0,0.0,1.0,0.0,neutral
347,@techbharatco @Apple @nothing @tim_cook @getpeid Done 😂👍,0,0,False,17,3,1,8,2022,   _cook  Done ,15,0.0,0.0,1.0,0.0,neutral
348,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,17,2,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
349,"🔺A la izquierda: Realme 7 (270€)
🔻A la derecha: iPhone X (1.149€)

Misma foto y encuadre sin tocar ajustes de balan… https://t.co/xVnVPrzIyL",0,1,False,17,1,1,8,2022,A la izquierda: Realme 7 270€A la derecha: iPhone X 1.149€Misma foto y encuadre sin tocar ajustes de balan…  ,109,0.0,0.167,0.833,-0.5574,negative
350,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,17,0,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
351,@techbharatco @Apple @nothing @tim_cook @getpeid 🥳😅😍😍,0,0,False,16,58,1,8,2022,   _cook  ,10,0.0,0.0,1.0,0.0,neutral
352,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,16,56,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
353,"RT @JuddLegum: @SenatorSinema @BizRoundtable 8. Another member of the @BizRoundtable  is @Apple CEO @tim_cook.

Last year, Apple called on…",41,0,False,16,53,1,8,2022,"8. Another member of the   is  CEO _cook.Last year, Apple called on…",68,0.0,0.0,1.0,0.0,neutral
354,@lavariskimble @AppleSupport @tim_cook @Apple I would like to wait for officials,0,2,False,16,49,1,8,2022,  _cook  I would like to wait for officials,43,0.263,0.0,0.737,0.3612,positive
355,RT @HBamrolia: Apple service center admits design defect in #Airpods pro. Product failed twice in 3 months. Still at service station. Compa…,4,0,False,16,47,1,8,2022,Apple service center admits design defect in Airpods pro. Product failed twice in 3 months. Still at service station. Compa…,124,0.088,0.229,0.683,-0.5423,negative
356,"@its___tanmay @tim_cook You’re right about the product specification.. But, as we are educated, we can know about t… https://t.co/TyfL12uPSl",0,0,False,16,46,1,8,2022,"___tanmay _cook You’re right about the product specification.. But, as we are educated, we can know about t…  ",110,0.0,0.0,1.0,0.0,neutral
357,RT @Prudencepatter: @techbharatco @Apple @nothing @tim_cook @getpeid Perfect,1,0,False,16,45,1,8,2022,_cook  Perfect,14,0.787,0.0,0.213,0.5719,positive
358,You can focus on things that are barriers or you can focus on scaling the wall or redefining the problem — Tim Cook,0,0,False,16,45,1,8,2022,You can focus on things that are barriers or you can focus on scaling the wall or redefining the problem — Tim Cook,115,0.0,0.109,0.891,-0.4019,negative
359,@tim_cook 🖖🤘👏👏👏,0,0,False,16,45,1,8,2022,_cook ,6,0.0,0.0,1.0,0.0,neutral
360,@AppleSupport @tim_cook My apple Id got hacked ... I tried to contact the apple support but it wasn't Helpful for m… https://t.co/CajZNHF3Ag,0,2,False,16,45,1,8,2022, _cook My apple Id got hacked ... I tried to contact the apple support but it wasn't Helpful for m…  ,101,0.078,0.205,0.717,-0.4585,negative
361,"RT @TheGalox_: ""The number of consumers who switched from Android-based smartphones to iPhones is at a record level""

- Tim Cook https://t.…",50,0,False,16,42,1,8,2022,"_: ""The number of consumers who switched from Android-based smartphones to iPhones is at a record level""- Tim Cook  .…",118,0.064,0.0,0.936,0.0772,positive
362,"@BinanceUS @TokenRyoshi Most underrated &amp; undervalued and fundamentally very strong.
Mark my words. This Bsc true g… https://t.co/3kpbh8VzIi",0,0,False,16,40,1,8,2022,  Most underrated &amp; undervalued and fundamentally very strong.Mark my words. This Bsc true g…  ,99,0.177,0.0,0.823,0.4215,positive
363,@HBamrolia @tim_cook @Apple @AppleSupport @jagograhakjago I agree the problem is real and service centres like B2X… https://t.co/pRQlhj4jkD,0,0,False,16,34,1,8,2022, _cook    I agree the problem is real and service centres like B2X…  ,69,0.299,0.162,0.539,0.3182,positive
364,RT @HBamrolia: #Apple #Airpods pro stopped charging twice in 3 months from purchase. Refused to extend warranty or replace. AirPods still @…,9,0,False,16,33,1,8,2022,Apple Airpods pro stopped charging twice in 3 months from purchase. Refused to extend warranty or replace. AirPods still @…,123,0.075,0.18,0.746,-0.34,negative
365,@techbharatco @Apple @nothing @tim_cook @getpeid done sir something different,0,0,False,16,31,1,8,2022,   _cook  done sir something different,38,0.0,0.0,1.0,0.0,neutral
366,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,16,31,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
367,Fucking fire @tim_cook. https://t.co/voCoOJUQB0,0,0,False,16,30,1,8,2022,Fucking fire _cook.  ,21,0.0,0.574,0.426,-0.4005,negative
368,"RT @JuddLegum: 9. In 2009, when Steve Jobs was CEO, Apple quit the @USChamber because the group was opposing climate action.

Now @tim_cook…",100,0,False,16,29,1,8,2022,"9. In 2009, when Steve Jobs was CEO, Apple quit the  because the group was opposing climate action.Now _cook…",109,0.0,0.0,1.0,0.0,neutral
369,"Corporations versus the climate.

GM's Mary Barra, the Business Roundtable, Apple's Tim Cook, and the Chamber of Co… https://t.co/kHu25bKlRK",0,0,False,16,28,1,8,2022,"Corporations versus the climate.GM's Mary Barra, the Business Roundtable, Apple's Tim Cook, and the Chamber of Co…  ",116,0.0,0.0,1.0,0.0,neutral
370,"RT @SVpainindex: When discussing institutional racism, we must discuss the harm done to the BIPOC community AND the privilege it provides t…",2,0,False,16,23,1,8,2022,"When discussing institutional racism, we must discuss the harm done to the BIPOC community AND the privilege it provides t…",123,0.092,0.28,0.627,-0.7269,negative
371,"Según Tim Cook, en el último trimestre, Apple ha roto un récord de conversiones: mucha gente migró de android a… https://t.co/ToN4qe9gE2",0,0,False,16,23,1,8,2022,"Según Tim Cook, en el último trimestre, Apple ha roto un récord de conversiones: mucha gente migró de android a…  ",114,0.112,0.0,0.888,0.34,positive
372,@techbharatco @Apple @nothing @tim_cook @getpeid Perfect,1,1,False,16,23,1,8,2022,   _cook  Perfect,17,0.787,0.0,0.213,0.5719,positive
373,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,16,18,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
374,あと社長が完全にTim Cookすぎた(AppleのCEO),0,0,False,16,18,1,8,2022,あと社長が完全にTim CookすぎたAppleのCEO,28,0.0,0.0,1.0,0.0,neutral
375,"Newsletter+ Items
1. Champions League Final: CBS vs. Amazon?
2. More on Brendan Burke-John Sterling and Yanks booth… https://t.co/iCbtKsVWih",1,6,False,16,17,1,8,2022,Newsletter+ Items1. Champions League Final: CBS vs. Amazon?2. More on Brendan Burke-John Sterling and Yanks booth…  ,116,0.185,0.0,0.815,0.5267,positive
376,"@tim_cook If you’re thinking about building an EV, please consider my 100 Years of RareEarths, Battery and Critical… https://t.co/wpxyxVx4Hu",0,0,False,16,12,1,8,2022,"_cook If you’re thinking about building an EV, please consider my 100 Years of RareEarths, Battery and Critical…  ",114,0.119,0.0,0.881,0.3182,positive
377,"Unacceptable, Apple! Hey people, tell Apple CEO Tim Cook right now to reverse position and agree to pay their fair… https://t.co/hZqRHk5Oge",0,3,False,16,10,1,8,2022,"Unacceptable, Apple! Hey people, tell Apple CEO Tim Cook right now to reverse position and agree to pay their fair…  ",117,0.103,0.194,0.703,-0.2942,negative
378,@tim_cook thank you kindness,0,0,False,16,10,1,8,2022,_cook thank you kindness,24,0.733,0.0,0.267,0.6705,positive
379,@tim_cook ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,False,16,9,1,8,2022,_cook ,6,0.0,0.0,1.0,0.0,neutral
380,"RT @TheGalox_: ""The number of consumers who switched from Android-based smartphones to iPhones is at a record level""

- Tim Cook https://t.…",50,0,False,16,8,1,8,2022,"_: ""The number of consumers who switched from Android-based smartphones to iPhones is at a record level""- Tim Cook  .…",118,0.064,0.0,0.936,0.0772,positive
381,"RT @mysmartprice: Apple CEO Tim Cook, during the June earnings call has said that #Android users are switching to iPhones on a record numbe…",14,0,False,16,4,1,8,2022,"Apple CEO Tim Cook, during the June earnings call has said that Android users are switching to iPhones on a record numbe…",121,0.0,0.0,1.0,0.0,neutral
382,"RT @JuddLegum: 9. In 2009, when Steve Jobs was CEO, Apple quit the @USChamber because the group was opposing climate action.

Now @tim_cook…",100,0,False,16,3,1,8,2022,"9. In 2009, when Steve Jobs was CEO, Apple quit the  because the group was opposing climate action.Now _cook…",109,0.0,0.0,1.0,0.0,neutral
383,"RT @iPhonfr: Dépenser moins pour gagner plus, dixit #TimCook https://t.co/2lb8nVAux2",2,0,False,16,3,1,8,2022,"Dépenser moins pour gagner plus, dixit TimCook  ",48,0.0,0.0,1.0,0.0,neutral
384,@apple @tim_cook @aplusk try to keep up. https://t.co/TULwmEAQFX,0,0,False,16,1,1,8,2022, _cook  try to keep up.  ,25,0.0,0.0,1.0,0.0,neutral
385,映画館で #ジュラシック・ワールド新たなる支配者 を観ながら，あの社長と建物はTim CookとApple本社そっくりと思っていたら，他にも同じことを思った人が沢山いたようで．何か恨みでも? https://t.co/jtAQUj9uxV,0,0,False,16,0,1,8,2022,映画館で ジュラシック・ワールド新たなる支配者 を観ながら，あの社長と建物はTim CookとApple本社そっくりと思っていたら，他にも同じことを思った人が沢山いたようで．何か恨みでも?  ,96,0.0,0.0,1.0,0.0,neutral
386,Hey @tim_cook,0,2,False,15,59,1,8,2022,Hey _cook,9,0.0,0.0,1.0,0.0,neutral
387,Mal wieder was gegönnt am Samstag. Aber zum lesen komme ich irgendwie nicht. Das @tim_cook Buch wird auch langsamer… https://t.co/z5Cl3OrKfQ,0,1,False,15,59,1,8,2022,Mal wieder was gegönnt am Samstag. Aber zum lesen komme ich irgendwie nicht. Das _cook Buch wird auch langsamer…  ,114,0.0,0.0,1.0,0.0,neutral
388,"Aug. 1st, 2018, part 2:

-Apple CEO Tim Cook calls tariffs “a tax on the consumer”

-429 children are still incarce… https://t.co/LfY4uqwBn5",0,0,False,15,58,1,8,2022,"Aug. 1st, 2018, part 2:-Apple CEO Tim Cook calls tariffs “a tax on the consumer”-429 children are still incarce…  ",114,0.0,0.0,1.0,0.0,neutral
389,"@Apple Please add in-built dictionary. When we search any word in the home screen (after sliding down), we can have… https://t.co/ZApvVhr7rK",0,1,False,15,57,1,8,2022," Please add in-built dictionary. When we search any word in the home screen after sliding down, we can have…  ",110,0.113,0.0,0.887,0.3182,positive
390,"RT @JoinCommonstock: The share of youthful Americans that own iPhones is exploding 👀  $AAPL

*Tim Cook smiles in the distance https://t.co/…",20,0,False,15,56,1,8,2022,The share of youthful Americans that own iPhones is exploding   AAPL*Tim Cook smiles in the distance  /…,104,0.352,0.0,0.648,0.765,positive
391,"@tim_cook Please add in-built dictionary. When we search any word in the home screen (after sliding down), we can h… https://t.co/3s6Y9gUYFA",0,1,False,15,56,1,8,2022,"_cook Please add in-built dictionary. When we search any word in the home screen after sliding down, we can h…  ",112,0.108,0.0,0.892,0.3182,positive
392,"@tim_cook Please add in-built dictionary. When we search any word in the home screen (after sliding down), we can h… https://t.co/JQF6wlyoqZ",0,1,False,15,56,1,8,2022,"_cook Please add in-built dictionary. When we search any word in the home screen after sliding down, we can h…  ",112,0.108,0.0,0.892,0.3182,positive
393,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,15,56,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
394,@lucky_Steve @tim_cook Schrecklich,0,1,False,15,52,1,8,2022,_Steve _cook Schrecklich,24,0.0,0.0,1.0,0.0,neutral
395,"RT @TheGalox_: ""The number of consumers who switched from Android-based smartphones to iPhones is at a record level""

- Tim Cook https://t.…",50,0,False,15,49,1,8,2022,"_: ""The number of consumers who switched from Android-based smartphones to iPhones is at a record level""- Tim Cook  .…",118,0.064,0.0,0.936,0.0772,positive
396,"@binance @TokenRyoshi Most underrated &amp; undervalued and fundamentally very strong.
Mark my words. This Bsc true gem… https://t.co/KjMcgB179I",0,0,False,15,47,1,8,2022,  Most underrated &amp; undervalued and fundamentally very strong.Mark my words. This Bsc true gem…  ,101,0.177,0.0,0.823,0.4215,positive
397,"RT @SVpainindex: When discussing institutional racism, we must discuss the harm done to the BIPOC community AND the privilege it provides t…",2,0,False,15,46,1,8,2022,"When discussing institutional racism, we must discuss the harm done to the BIPOC community AND the privilege it provides t…",123,0.092,0.28,0.627,-0.7269,negative
398,RT @marsmaphya: @NothingorNot @newstapa @OhmyNews_Korea @Chosun @TheHeraldBiz @yonhaptweet @maekyungsns @joongangilbo @hanitweet @JTBC_news…,2,0,False,15,46,1,8,2022,_Korea       _news…,19,0.0,0.0,1.0,0.0,neutral
399,"When discussing institutional racism, we must discuss the harm done to the BIPOC community AND the privilege it pro… https://t.co/Ncrjne5vlQ",2,4,False,15,45,1,8,2022,"When discussing institutional racism, we must discuss the harm done to the BIPOC community AND the privilege it pro…  ",118,0.096,0.291,0.613,-0.7269,negative
400,@tim_cook @nnablse1 designer interior and exterior for request in box https://t.co/bRw7HMKc19,0,0,False,15,42,1,8,2022,_cook  designer interior and exterior for request in box  ,58,0.0,0.0,1.0,0.0,neutral
401,"Well, I guess Steve Jobs would escalate very quickly on this color breach. 😅 @tim_cook https://t.co/cZjgG4ohmK",1,3,False,15,40,1,8,2022,"Well, I guess Steve Jobs would escalate very quickly on this color breach.  _cook  ",83,0.139,0.0,0.861,0.2732,positive
402,"@DoctorVive sneaky ceo tim cook at apple, what a piece of corporate trash.

shameful.",0,0,False,15,40,1,8,2022," sneaky ceo tim cook at apple, what a piece of corporate trash.shameful.",72,0.0,0.147,0.853,-0.2263,negative
403,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,15,39,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
404,"RT @JuddLegum: 9. In 2009, when Steve Jobs was CEO, Apple quit the @USChamber because the group was opposing climate action.

Now @tim_cook…",100,0,False,15,39,1,8,2022,"9. In 2009, when Steve Jobs was CEO, Apple quit the  because the group was opposing climate action.Now _cook…",109,0.0,0.0,1.0,0.0,neutral
405,"RT @JuddLegum: @SenatorSinema @BizRoundtable 8. Another member of the @BizRoundtable  is @Apple CEO @tim_cook.

Last year, Apple called on…",41,0,False,15,39,1,8,2022,"8. Another member of the   is  CEO _cook.Last year, Apple called on…",68,0.0,0.0,1.0,0.0,neutral
406,@MacRumors @HartleyCharlton Perfect time for @Apple to announce new AirPort mesh routers with WiFi 7! Come on… https://t.co/Q8BwUwdhiO,0,4,False,15,38,1,8,2022,  Perfect time for  to announce new AirPort mesh routers with WiFi 7! Come on…  ,80,0.235,0.0,0.765,0.6114,positive
407,"RT @DavyWaters: ""We care about every worker in our worldwide supply chain... What we will not do - and have never done - is stand still or…",4,0,False,15,35,1,8,2022,"""We care about every worker in our worldwide supply chain... What we will not do - and have never done - is stand still or…",123,0.118,0.0,0.882,0.4939,positive
408,"@tim_cook @tim_cook we need your help to save Srilankan people's and farmers 

Please help us to save them from Asi… https://t.co/7OvEkKlbx3",0,0,False,15,30,1,8,2022,_cook _cook we need your help to save Srilankan people's and farmers Please help us to save them from Asi…  ,108,0.485,0.0,0.515,0.9201,positive
409,@FF1776USA @tim_cook idk spread awareness,0,0,False,15,28,1,8,2022, _cook idk spread awareness,27,0.0,0.318,0.682,-0.1027,negative
410,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,15,25,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
411,"Under Tim Cook, Apple $AAPL has transformed into a finance company. It is no longer the innovative company that was… https://t.co/l0UgC44Hd3",0,0,False,15,25,1,8,2022,"Under Tim Cook, Apple AAPL has transformed into a finance company. It is no longer the innovative company that was…  ",117,0.126,0.095,0.779,0.1779,positive
412,@Koi_xyz @ApeSkyel @TheSolanaPromos @tim_cook,0,0,False,15,24,1,8,2022,_xyz   _cook,12,0.0,0.0,1.0,0.0,neutral
413,@tim_cook don't forget Nevada,0,0,False,15,24,1,8,2022,_cook don't forget Nevada,25,0.357,0.0,0.643,0.1695,positive
414,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,15,23,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
415,"RT @JuddLegum: 9. In 2009, when Steve Jobs was CEO, Apple quit the @USChamber because the group was opposing climate action.

Now @tim_cook…",100,0,False,15,23,1,8,2022,"9. In 2009, when Steve Jobs was CEO, Apple quit the  because the group was opposing climate action.Now _cook…",109,0.0,0.0,1.0,0.0,neutral
416,"@tim_cook @tim_cook Good morning Tim, these are our neighbors, we live in Tn. It happened so quickly and unexpected… https://t.co/yRqdDSje7B",0,0,False,15,23,1,8,2022,"_cook _cook Good morning Tim, these are our neighbors, we live in Tn. It happened so quickly and unexpected…  ",110,0.139,0.0,0.861,0.4404,positive
417,"RT @JuddLegum: 9. In 2009, when Steve Jobs was CEO, Apple quit the @USChamber because the group was opposing climate action.

Now @tim_cook…",100,0,False,15,23,1,8,2022,"9. In 2009, when Steve Jobs was CEO, Apple quit the  because the group was opposing climate action.Now _cook…",109,0.0,0.0,1.0,0.0,neutral
418,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,15,20,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
419,"RT @mysmartprice: Apple CEO Tim Cook, during the June earnings call has said that #Android users are switching to iPhones on a record numbe…",14,0,False,15,20,1,8,2022,"Apple CEO Tim Cook, during the June earnings call has said that Android users are switching to iPhones on a record numbe…",121,0.0,0.0,1.0,0.0,neutral
420,"RT @techbharatco: Okay, I present to you Nothing iPhone (1).

@Apple + @nothing or @tim_cook + @getpeid = Nothing iPhone (1). 

#Nothingpho…",95,0,False,15,20,1,8,2022,"Okay, I present to you Nothing iPhone 1. +  or _cook +  = Nothing iPhone 1. Nothingpho…",87,0.106,0.0,0.894,0.2263,positive
